Id,Nombre,Estado,Cliente,Proveedor,Fecha de creación,Fecha última modificación,Código cliente,Código proveedor,Código contable,SupplierAccountancyCode,Dirección,Código postal,Población,País,Código país,Teléfono,Fax,Url,Email,Idioma por defecto,ID profesional 1,ID profesional 2,ID profesional 3,ID profesional 4,ID profesional 5,ID profesional 6,NIF intra.,Capital,Nota (privada),Nota (pública),Tipo de tercero,Empleados,Forma jurídica,Cliente potencial,Estado cliente potencial,Provincia,
812,FACULTAD DE CIENCIAS QUIMICAS - U.N.A.,1,2,0,,2016-07-03 19:34:44,,,,,CAMPUS SAN LORENZO,,,-,,585-562/3,,,,,,,,,,,80010887-6,,,,-,EF0,-,,ST_NEVER,,
813,ORQUESTA SINFÃ?NICA NACIONAL,1,2,0,,2016-07-03 19:34:44,,,,,TTE.CORONEL EUGENIO AYA VELAZQUEZ N 376 ESQ CAP VICTOR MANUEL BRIZUELA,,,-,,220-328,,,,,,,,,,,80033466-3,,,,-,EF0,-,,ST_NEVER,,
814,LA QUIMICA FARMACEUTICA,1,2,0,,2016-07-03 19:34:44,,,,,AVDA.VENEZUELA 740,,,-,,222-391,,,,,,,,,,,80002423-0,,,,-,EF0,-,,ST_NEVER,,
815,ITAIPU BINACIONAL,1,2,0,,2016-07-03 19:34:44,,,,,DE LA RESIDENTA 1075 1ER PISO,,,-,,248 187,,,,,,,,,,,80013737-0,,,,-,EF0,-,,ST_NEVER,,
816,INSTITUTO DE PREVISION SOCIAL,1,2,0,,2016-07-03 19:34:44,,,,,CONSTITUCION Y HERRERA,,,-,,0002538/3,,,,,,,,,,,80002269-6,,,,-,EF0,-,,ST_NEVER,,
817,MINISTERIO DE SALUD PUBLICA Y BIENESTAR SOCIAL,1,2,0,,2016-07-03 19:34:44,,,,,BRAZIL Y PETTIROSI,,,-,,204 601,,,,,,,,,,,80000905-3,,,,-,EF0,-,,ST_NEVER,,
818,MSP Y BS HOSPITAL DIST. DE Ã?EMBY,1,2,0,,2016-07-03 19:34:44,,,,,DEFENSORES E/ YTORORO Y TTE.RIV,,,-,,960 502,,,,,,,,,,,80000905-3,,,,-,EF0,-,,ST_NEVER,,
819,MSP Y BS-SENEPA,1,2,0,,2016-07-03 19:34:44,,,,,VICTOR HAEDO C/COLÃ?N,,,-,,498 267,,,,,,,,,,,80000905-3,,,,-,EF0,-,,ST_NEVER,,
820,O.T.R. IMPORT S.A.C.I.,1,2,0,,2016-07-03 19:34:44,,,,,11 DE SETIEMBRE NÂº 839 Y CARIOS,,,-,,303 030 300 322,,,,,,,,,,,80019397-0,,,,-,EF0,-,,ST_NEVER,,
821,INMOBILIARIA DEL ESTE S.A,1,2,0,,2016-07-03 19:34:44,,,,,HUMAITÃ? NÂº 222,,,-,,449 900,,,,,,,,,,,80001607-6,,,,-,EF0,-,,ST_NEVER,,
822,MSP Y BS CENTRO NAC.DE SERVICIOS DE SANGRE,1,2,0,,2016-07-03 19:34:44,,,,,GRAL SANTOS Y HERMINIO GIMÃ?NEZ,,,-,,204 668,,,,,,,,,,,80000905-3,,,,-,EF0,-,,ST_NEVER,,
823,A NOVO PARAGUAY S.A,1,2,0,,2016-07-04 17:43:44,,,,,AVDA RCA. ARGENTINA 183 C/MCAL LÃ?PEZ,,,-,,665062,,www.a-novo.com.py/,,,,,,,,,80022851- 0,0,,,-,,,PL_HIGH,ST_DONE,,
824,PROTEK S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,AVDA AVIADORES DEL CHACO 2917 C/ MOLAZ LOPEZ,,,-,,620 4000,,,,,,,,,,,80013311-0,,,,-,EF0,-,,ST_NEVER,,
825,MONITAL S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,AVDA AVIADORES DEL CHACO 2917 C/MOLAZ LOPEZ,,,-,,620 4000,,,,,,,,,,,80008811-5,,,,-,EF0,-,,ST_NEVER,,
826,MASIVA S.A,1,2,0,,2016-07-03 19:34:44,,,,,MCAL LOPEZ 4693 C/NICANOR TORALES,,,-,,620-4000,,,,,,,,,,,80021198-7,,,,-,EF0,-,,ST_NEVER,,
827,FACULTAD DE ARQUITECTURA,1,2,0,,2016-07-03 19:34:44,,,,,CAMPUS UNIVERSITARIO,,,-,,585 558,,,,,,,,,,,80001736-G,,,,-,EF0,-,,ST_NEVER,,
828,CIRCUNSCRIPCIÃ?N JUDICIAL DE CANINDEYÃ?,1,2,0,,2016-07-03 19:34:44,,,,,RICARDO MENDEZ E/CARLOS ANTONIO LÃ?PEZ,,,-,,046 243 073,,,,,,,,,,,80005191-2,,,,-,EF0,-,,ST_NEVER,,
829,MIRKA BACIGALUPI,1,2,0,,2016-07-03 19:34:44,,,,,AVDA FELIX BOGADO 2435,,,-,,311 282,,,,,,,,,,,1071081-7,,,,-,EF0,-,,ST_NEVER,,
830,FENIX TRADING COMPANY S.A,1,2,0,,2016-07-03 19:34:44,,,,,RCA ARGENTINA 183 C/MCAL LOPEZ,,,-,,665-062,,,,,,,,,,,80050363-5,,,,-,EF0,-,,ST_NEVER,,
831,CSJ.CIRCUNS.JUDICIAL DE CAAZAPA,1,2,0,,2016-07-03 19:34:44,,,,,P.JOSE DE JESÃ?S AGUIRRE Y DR. PEDRO N. CIANCIO,,,-,,0542 232 641-2,,,,,,,,,,,80005191-2,,,,-,EF0,-,,ST_NEVER,,
832,MINISTERIO DE INDUSTRIA Y COMERCIO,1,2,0,,2016-07-03 19:34:44,,,,,AVDA MCAL LOPEZ NÂº 3.333,,,-,,616 3194,,,,,,,,,,,80009022-5,,,,-,EF0,-,,ST_NEVER,,
833,SECRETARIA NACIONAL ANTICORRUPCION,1,2,0,,2016-07-03 19:34:44,,,,,PARAGUAYO INDEPENDIENTE ESQ.15 DE AGOSTO,,,-,,450 001,,,,,,,,,,,80080881-9,,,,-,EF0,-,,ST_NEVER,,
834,ASOC.DE JOVENES EMPRESARIOS DEL PY-AJE,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. MCAL LOPEZ 2740 C/ TTE. CAMPERCHOLI,,,-,,326-5986,,,,,,,,,,,80066919-3,,,,-,EF0,-,,ST_NEVER,,
835,CSJ.CIRCUNS.JUDICIAL DE AMAMBAY,1,2,0,,2016-07-03 19:34:44,,,,,ALEJO GARCIA ESQ CERRO LEÃ?N,,,-,,33627449,,,,,,,,,,,80005191-2,,,,-,EF0,-,,ST_NEVER,,
836,UNIVERSIDAD DEL NORTE,1,2,0,,2016-07-03 19:34:44,,,,,EspaÃ±a NÂº 676 c/ BoquerÃ³n,,,-,,229-450/3,,,,,,,,,,,80028568-9,,,,-,EF0,-,,ST_NEVER,,
837,SEPRELAD,1,2,0,,2016-07-03 19:34:44,,,,,AVDA.FEDERACIÃ?N RUSA Y CABO 1Âº MARECOS,,,-,,600-435,,,,,,,,,,,80020961-3,,,,-,EF0,-,,ST_NEVER,,
838,UNIV CATOLICA NTRA SRA DE LA ASUNCION,1,2,0,,2016-07-03 19:34:44,,,,,IND NACIONAL Y COMUNEROS,,,-,,451-194- 331-274,,,,,,,,,,,80021764-0,,,,-,EF0,-,,ST_NEVER,,
839,CORTE SUPREMA DE JUSTICIA-VI C.J.DE A. P.,1,2,0,,2016-07-03 19:34:44,,,,,AVDA BERNARDINO CABALLERO NÂº 701 E/CERRO LEON,,,-,,061 513-978,,,,,,,,,,,80005191-2,,,,-,EF0,-,,ST_NEVER,,
840,INVESA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,MCAL LOPEZ 2740 C/TTE IRALA CAMPERCHOLI,,,-,,(021) 677-131,,,,,,,,,,,80060529-2,,,,-,EF0,-,,ST_NEVER,,
841,SECRETARIA DE ACCION SOCIAL,1,2,0,,2016-07-03 19:34:44,,,,,"AVDA.M,CAL LOPEZ C/CNELPAMPLIEGA",,,-,,,,,,,,,,,,,80015275-1,,,,-,EF0,-,,ST_NEVER,,
842,PROFESSIONAL CHOICE S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,MCAL. LOPEZ NÂº 2740 C/ TTE. IRALA CAMPERCHOLI,,,-,,,,,,,,,,,,,80087400-5,,,,-,EF0,-,,ST_NEVER,,
843,PETROLEOS PARAGUAYOS(PETROPAR),1,2,0,,2016-07-03 19:34:44,,,,,CHILE 753,,,-,,,,,,,,,,,,,80002675-6,,,,-,EF0,-,,ST_NEVER,,
844,AYALA FUMIGACIONES,1,2,0,,2016-07-03 19:34:44,,,,,Zabala Cue 336,,,-,,527-909,,,,,,,,,,,2360140-0,,,,-,EF0,-,,ST_NEVER,,
845,MINISTERIO PUBLICO,1,2,0,,2016-07-03 19:34:44,,,,,CHILE Y JEJUI,,,-,,415-6000,,,,,,,,,,,80007821-7,,,,-,EF0,-,,ST_NEVER,,
846,H.CAMARA DE DIPUTADOS DE LA NACION,1,2,0,,2016-07-03 19:34:44,,,,,AVDA.REPUBLICA ESQ.15 DE AGOSTO,,,-,,,,,,,,,,,,,80005753-8,,,,-,EF0,-,,ST_NEVER,,
847,CORTE SUPREMA DE JUSTICIA-CJ.Ã?EEMBUCU,1,2,0,,2016-07-03 19:34:44,,,,,PILADE VALORIANI E/CP.ZAMPHIROPOLOS,,,-,,,,,,,,,,,,,80005191-2,,,,-,EF0,-,,ST_NEVER,,
848,SECRETARIA NAC.DE DEPORTES,1,2,0,,2016-07-03 19:34:44,,,,,AVDA.E.AYALA KM 4 1/2,,,-,,,,,,,,,,,,,800398382-6,,,,-,EF0,-,,ST_NEVER,,
849,TRIBUNAL SUPERIOR DE JUSTICIA ELECTORAL,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. E.AYALA 2759 E/STA.CRUZ DE LA SIERRA,,,-,,618-0518,,,,,,,,,,,80011609-7,,,,-,EF0,-,,ST_NEVER,,
850,GREEN GOLD S.A,1,2,0,,2016-07-03 19:34:44,,,,,HERNANDARIAS 1113,,,-,,,,,,,,,,,,,80067756-0,,,,-,EF0,-,,ST_NEVER,,
851,DIRECCION NACIONAL DE AERONAUTICA CIVIL,1,2,0,,2016-07-03 19:34:44,,,,,AVDA MCAL. LOPEZ Y 22 DE SEPTIEMBRE,,,-,,,,,,,,,,,,,8000423-0,,,,-,EF0,-,,ST_NEVER,,
852,MINISTERIO DE JUSTICIA,1,2,0,,2016-07-03 19:34:44,,,,,AVDA RODRIGUEZ DE FRANCIA ESQ. ESTADOS UNIDOS,,,-,,447-010,,,,,,,,,,,80001403-4,,,,-,EF0,-,,ST_NEVER,,
853,TACUARA S.A.C.I.,1,2,0,,2016-07-03 19:34:44,,,,,CARRETERA DE LOPEZ E/ SAN ISIDRO,,,-,,908284,,,,,,,,,,,800319212-5,,,,-,EF0,-,,ST_NEVER,,
854,YPUCU S.A.,1,2,0,,2016-07-03 19:34:44,,,,,VALDERRAMA Nº 235,,,-,,NULL,,,,,,,,,,,80047233-0,,,,-,EF0,-,,ST_NEVER,,
855,MONICA RIOS,1,2,0,,2016-07-03 19:34:44,,,,,Capiata km 17 Ruta 1,,,-,,,,,,,,,,,,,6233121-3,,,,-,EF0,-,,ST_NEVER,,
856,DESPENSA SOFIA BELEN,1,2,0,,2016-07-03 19:34:44,,,,,Capiata km 17 ruta 1,,,-,,,,,,,,,,,,,3234341-8,,,,-,EF0,-,,ST_NEVER,,
857,CELIA PEREZ,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,,,,,,,,,,,,63703,,,,-,EF0,-,,ST_NEVER,,
858,HUGO DOS SANTOS,1,2,0,,2016-07-03 19:34:44,,,,,AVD.5TA 425,,,-,,371-497,,,,,,,,,,,508655-8,,,,-,EF0,-,,ST_NEVER,,
859,EMMA CENTURION,1,2,1,,2016-07-05 11:32:24,,PROV001,,,,,,Paraguay,PY,421731,,,,,,,,,,,122084,0,,,-,,,,ST_NEVER,,
860,DICOPAR S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,CADETE CARLOS SISA NÂº 1261,,,-,,370 357,,,,,,,,,,,80017208-6,,,,-,EF0,-,,ST_NEVER,,
861,DISTRIMAT,1,2,0,,2016-07-03 19:34:44,,,,,"KM 14,5 RUTA 1",,,-,,,,,,,,,,,,,793199-9,,,,-,EF0,-,,ST_NEVER,,
862,HOSPICENTER S.A,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,,,,,,,,,,,,80026015-5,,,,-,EF0,-,,ST_NEVER,,
863,FUNDACION KUÃ?AÂ´ATY,1,2,0,,2016-07-03 19:34:44,,,,,Celsa Speratti 3865c/cap caÃ±iza,,,-,,021.208641,,,,,,,,,,,80008360-1,,,,-,EF0,-,,ST_NEVER,,
864,GOL NEUMATICO S.A,1,2,0,,2016-07-03 19:34:44,,,,,AVDA MCAL LOPEZ E/CURVA DE LA MUERTE,,,-,,021.676120,,,,,,,,,,,80031509-0,,,,-,EF0,-,,ST_NEVER,,
865,ARTEMAC S.A,1,2,0,,2016-07-03 19:34:44,,,,,Tte Hector vera 2856 entre Dr Bernardino caballero,,,-,,21660984,,,,,,,,,,,80022219-9,,,,-,EF0,-,,ST_NEVER,,
866,INDUSTRIA DE ESPUMA LA ASUNCENA S.A,1,2,0,,2016-07-03 19:34:44,,,,,Dr Andres Barbero 123 C/ Ruta Mcal Estigarribia,,,-,,021.504501,,,,,,,,,,,80005007-0,,,,-,EF0,-,,ST_NEVER,,
867,JUAN JOSE SANTACRUZ,1,2,0,,2016-07-03 19:34:44,,,,,OLVALDOKAELLSEN 1779 ESQ/PANAMBIRETA,,,-,,021.557897,,,,,,,,,,,3497662-0,,,,-,EF0,-,,ST_NEVER,,
868,NORMA LURASCHI,1,2,0,,2016-07-03 19:34:44,,,,,10 DE AGOSTO 683,,,-,,,,,,,,,,,,,996189-5,,,,-,EF0,-,,ST_NEVER,,
869,RIOS REPUESTOS S.A,1,2,0,,2016-07-04 19:48:15,,,,,AVDA EUSEBIO AYALA 4840 C/ BOGGIANI,,,-,,021511296,,www.rgsa.com.py/,,,,,,,,,80014603-4,0,,,-,,,,ST_NEVER,,
870,FUNDACION COMUNITARIA CIRD,1,2,0,,2016-07-03 19:34:44,,,,,CAP.RUY DIAZ DE MELGAREJO 825C/HERNANDO DE RIVERA,,,-,,021.662024,,,,,,,,,,,80023167-8,,,,-,EF0,-,,ST_NEVER,,
871,SELLOS S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,20 DE JULIO Y SGTO PENAYO,,,-,,021 577 140/ 576 768,,,,,,,,,,,80015550-5,,,,-,EF0,-,,ST_NEVER,,
872,ANDRE DEUTSCH,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,,,,,,,,,,,,2124931,,,,-,EF0,-,,ST_NEVER,,
873,ANDRES SALINAS,1,2,0,,2016-07-03 19:34:44,,,,,CAP APARICIO FIGARI NÂº 2752,,,-,,,,,,,,,,,,,582458-3,,,,-,EF0,-,,ST_NEVER,,
874,ESSAP S.A,1,2,0,,2016-07-03 19:34:44,,,,,JOSE BERGES 516,,,-,,225-001,,,,,,,,,,,80024191-6,,,,-,EF0,-,,ST_NEVER,,
875,MARIO REJALAGA,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
876,INSTITUTO DE PREVISION SOCIAL,1,2,0,,2016-07-03 19:34:44,,,,,PAI PEREZ Y PETTIROSSI,,,-,,,,,,,,,,,,,80002269-6,,,,-,EF0,-,,ST_NEVER,,
877,BETTO ELECTRICIDAD S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,,,,,,,,,,,,80000685-2,,,,-,EF0,-,,ST_NEVER,,
878,CARLOS CESPEDES,1,2,0,,2016-07-03 19:34:44,,,,,GAUDIOSO NUÃ?ES 863,,,-,,,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
879,JASSEN HOMMOS,1,2,0,,2016-07-03 19:34:44,,,,,5TA AVDA. C/ E.E.U.U. N 980,,,-,,370-250,,,,,,,,,,,4157967-4,,,,-,EF0,-,,ST_NEVER,,
880,AUTOSERVICE WALDI,1,2,0,,2016-07-03 19:34:44,,,,,SOLDADO OVELAR Y CERRO CORA,,,-,,,,,,,,,,,,,626735-1,,,,-,EF0,-,,ST_NEVER,,
881,FERRETERIA FERROMAQ S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,SOLDADO OVELAR Y NVA. ASUNCIÃ?N,,,-,,,,,,,,,,,,,80047299-3,,,,-,EF0,-,,ST_NEVER,,
882,FERRETERIA PIRAYU,1,2,0,,2016-07-03 19:34:44,,,,,SOLDADO OVELAR C/ CERRO CORA,,,-,,,,,,,,,,,,,1291986-1,,,,-,EF0,-,,ST_NEVER,,
883,AUTOSERVICE MIRIAN,1,2,0,,2016-07-03 19:34:44,,,,,11 DE SETIEMBRE 1960 C/ BOQUERON,,,-,,,,,,,,,,,,,613511-0,,,,-,EF0,-,,ST_NEVER,,
884,SUPERMERCADO NEW PARANA,1,2,0,,2016-07-03 19:34:44,,,,,SOLDADO OVELAR Y YATAYTY CORA,,,-,,,,,,,,,,,,,2897038-1,,,,-,EF0,-,,ST_NEVER,,
885,DESPENSA RAQUELITA,1,2,0,,2016-07-03 19:34:44,,,,,DR. PELLON C/ PERLA DEL SUR,,,-,,NULL,,,,,,,,,,,1057665-7,,,,-,EF0,-,,ST_NEVER,,
886,FERRETERIA EL REY,1,2,0,,2016-07-03 19:34:44,,,,,LEOPARDI C/ 11 DE SEPTIEMBRE,,,-,,NULL,,,,,,,,,,,2215993,,,,-,EF0,-,,ST_NEVER,,
887,FERRETERIA JVH S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,PITIANTUTA Y M. RIERA,,,-,,0981 106-887,,,,,,,,,,,80049684-1,,,,-,EF0,-,,ST_NEVER,,
888,FERRETERIA LOURDES,1,2,0,,2016-07-03 19:34:44,,,,,L.A. DEL PARANA 1148 C/ LAS RESIDENTAS,,,-,,512-442,,,,,,,,,,,419093-9,,,,-,EF0,-,,ST_NEVER,,
889,FERRETERIA NUEVO RUMBO,1,2,0,,2016-07-03 19:34:44,,,,,TTE. ETTIENE E/ RIO YHAGUY Y MILCIADES GIMENEZ,,,-,,NULL,,,,,,,,,,,2061385-7,,,,-,EF0,-,,ST_NEVER,,
890,FERRETERIA VICTORIA,1,2,0,,2016-07-03 19:34:44,,,,,DR. PELLON C/ VIRGILIO SOSA,,,-,,NULL,,,,,,,,,,,4659063-3,,,,-,EF0,-,,ST_NEVER,,
891,ESTACION BAHIA S.R.L,1,2,0,,2016-07-03 19:34:44,,,,,AVDA SACRAMENTO Y GENARO ROMERO,,,-,,021.284235,,,,,,,,,,,80016742-0,,,,-,EF0,-,,ST_NEVER,,
892,Ramona Paredes Vega,1,2,0,,2016-07-03 19:34:44,,,,,Dr. Paiva 2125 c/ Cdte. Gamarra,,,-,,,,,,,,,,,,,312233-6,,,,-,EF0,-,,ST_NEVER,,
893,GEMA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,Mcal. LÃ³pez NÂº 4138 c/ Ceferino Vega,,,-,,664-777,,,,,,,,,,,80019695-3,,,,-,EF0,-,,ST_NEVER,,
894,COPIPUNTO S.A,1,2,0,,2016-07-03 19:34:44,,,,,MCAL. ESTIGARRIBIA 752,,,-,,615-141/3,,,,,,,,,,,80007682-6,,,,-,EF0,-,,ST_NEVER,,
895,MARISCAL LOPEZ SHOPPING,1,2,0,,2016-07-03 19:34:44,,,,,QUESADA 5050 C/CHARLES DE GAULLE,,,-,,611-272,,,,,,,,,,,80016680-9,,,,-,EF0,-,,ST_NEVER,,
896,ALL MOTORS S.A,1,2,0,,2016-07-03 19:34:44,,,,,MARISCAL LOPEZ CSI 33 DE OCTUBRE,,,-,,660300,,,,,,,,,,,80000157-5,,,,-,EF0,-,,ST_NEVER,,
897,MECOMPA S.A,1,2,0,,2016-07-03 19:34:44,,,,,MARISCAL LOPEZ,,,-,,600-624,,,,,,,,,,,80004221-2,,,,-,EF0,-,,ST_NEVER,,
898,COOPERATIVA UNIVERSITARIA,1,2,0,,2016-07-03 19:34:44,,,,,SAN MARTIN CSI ANDRADE,,,-,,617-0318,,,,,,,,,,,80000958-4,,,,-,EF0,-,,ST_NEVER,,
899,MARCIAL BARNI,1,2,0,,2016-07-03 19:34:44,,,,,MCAL LOPEZ 2749,,,-,,,,,,,,,,,,,572128-8,,,,-,EF0,-,,ST_NEVER,,
900,LEGUION DE LA BUENA VOLUNTAD,1,2,0,,2016-07-03 19:34:44,,,,,KUBICHE Y JOSE ASUNCION FLORES,,,-,,224545,,,,,,,,,,,80012712-9,,,,-,EF0,-,,ST_NEVER,,
901,GRUPO CORALES S.A.,1,2,0,,2016-07-03 19:34:44,,,,,QUINTA AVENIDA MEXICO CABRIZA,,,-,,392-078,,,,,,,,,,,80082282-0,,,,-,EF0,-,,ST_NEVER,,
902,VIVIANA CANTERO,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,,,,,,,,,,,,4730537-1,,,,-,EF0,-,,ST_NEVER,,
903,ARIANA ACSESORIO Y COMPAÃ?IA,1,2,0,,2016-07-03 19:34:44,,,,,sobre la avnida azara,,,-,,994569934,,,,,,,,,,,3671292-2,,,,-,EF0,-,,ST_NEVER,,
904,LAS HERMANAS,1,2,0,,2016-07-03 19:34:44,,,,,ARAUCANO Y GUARANIES,,,-,,,,,,,,,,,,,2064012-9,,,,-,EF0,-,,ST_NEVER,,
905,MITSUBISHI,1,2,0,,2016-07-03 19:34:44,,,,,EUSEBIO AYALA CS BOGIANI,,,-,,506-892,,,,,,,,,,,80017452-6,,,,-,EF0,-,,ST_NEVER,,
906,CREDI CENTRO,1,2,0,,2016-07-03 19:34:44,,,,,MEXICO C/ FULGENCIO R MORENO,,,-,,416-8000,,,,,,,,,,,80011000-5,,,,-,EF0,-,,ST_NEVER,,
907,VOUGAS ABOGADOS,1,2,0,,2016-07-03 19:34:44,,,,,JUAN DE SALAZAR 657 ESQ PROF RAMIREZ,,,-,,202-049,,,,,,,,,,,80087310-6,,,,-,EF0,-,,ST_NEVER,,
908,CARBE CENTER,1,2,0,,2016-07-03 19:34:44,,,,,MAYOR FLEITA,,,-,,99,,,,,,,,,,,34919622-7,,,,-,EF0,-,,ST_NEVER,,
909,AYC GROUP,1,2,0,,2016-07-03 19:34:44,,,,,LOMAS VALENTINAS,,,-,,200634,,,,,,,,,,,2389167-0,,,,-,EF0,-,,ST_NEVER,,
910,CARBE CENTER,1,2,0,,2016-07-03 19:34:44,,,,,MAYOR FLEITAS,,,-,,,,,,,,,,,,,3491962-7,,,,-,EF0,-,,ST_NEVER,,
911,AC AUTOPAR TS,1,2,0,,2016-07-03 19:34:44,,,,,proceres de mayo,,,-,,310088,,,,,,,,,,,80084677-0,,,,-,EF0,-,,ST_NEVER,,
912,OA IMPOR,1,2,0,,2016-07-03 19:34:44,,,,,PRESBITEROLEON ESQ CORONEL PATINO,,,-,,293-716,,,,,,,,,,,80019592-2,,,,-,EF0,-,,ST_NEVER,,
913,ZONA PROMOCIONAL,1,2,0,,2016-07-03 19:34:44,,,,,MAYOR FLEITAS,,,-,,207-748,,,,,,,,,,,1053642-6,,,,-,EF0,-,,ST_NEVER,,
914,UNIVERSIDAD SUDAMERICANA,1,2,0,,2016-07-03 19:34:44,,,,,CAPITAN ANDRES INSFRAN Y SANDRA ROSALIO,,,-,,645-202,,,,,,,,,,,80061655-3,,,,-,EF0,-,,ST_NEVER,,
915,SERVITODO,1,2,0,,2016-07-03 19:34:44,,,,,YATAYTY CORA ESQ TTE.ROJAS SILVAS,,,-,,502-394,,,,,,,,,,,2020608-9,,,,-,EF0,-,,ST_NEVER,,
916,CHISPAS S.A.,1,2,0,,2016-07-03 19:34:44,,,,,DOCTOR OSVALDO CHAVES 1988 CSI JOSERIVEROS,,,-,,553-271,,,,,,,,,,,80004090-2,,,,-,EF0,-,,ST_NEVER,,
917,NUEVO ORIZONTE,1,2,0,,2016-07-03 19:34:44,,,,,CHACO BOREAL ESQ RUIZ DIAZ DE GUZMAN,,,-,,900103,,,,,,,,,,,80021044-1,,,,-,EF0,-,,ST_NEVER,,
918,FARMACIA KANECO,1,2,0,,2016-07-03 19:34:44,,,,,DOCTOR GABRIEL ELLION Y FORTIN ARCE,,,-,,689-0900,,,,,,,,,,,80052579-5,,,,-,EF0,-,,ST_NEVER,,
919,CCPA,1,2,0,,2016-07-03 19:34:44,,,,,AVDA ESPAÃ?A 352 ASUNCION,,,-,,224831,,,,,,,,,,,8029062-3,,,,-,EF0,-,,ST_NEVER,,
920,ARTES Y GRAFICOS,1,2,0,,2016-07-03 19:34:44,,,,,ALEJANDRO RANIZZA C/VENCEDORES DEL CHACO,,,-,,902550,,,,,,,,,,,80004485-5,,,,-,EF0,-,,ST_NEVER,,
921,LA PREFERIDA,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,210-365,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
922,IL CAPO,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,213022,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
923,HACIENDA LA PALOMA,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,605111,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
924,HOTEL BAVARIA,1,2,0,,2016-07-03 19:34:44,,,,,,,,-,,600966,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
