Id,Nombre,Estado,Cliente,Proveedor,Fecha de creación,Fecha última modificación,Código cliente,Código proveedor,Código contable,SupplierAccountancyCode,Dirección,Código postal,Población,País,Código país,Teléfono,Fax,Url,Email,Idioma por defecto,ID profesional 1,ID profesional 2,ID profesional 3,ID profesional 4,ID profesional 5,ID profesional 6,NIF intra.,Capital,Nota (privada),Nota (pública),Tipo de tercero,Empleados,Forma jurídica,Cliente potencial,Estado cliente potencial,Provincia,
1040,SUPERMERCADO MANA,1,2,0,,2016-07-03 19:34:44,,,,,GUILLERMO ARIAS C/ DR PAIVA,,,-,,,,,,,,,,,,,3267255-1,,,,-,EF0,-,,ST_NEVER,,
1041,BAR YSAPY,1,2,0,,2016-07-03 19:34:44,,,,,GRAL DIAZ C/DON BOSCO,,,-,,,,,,,,,,,,,2377956-0,,,,-,EF0,-,,ST_NEVER,,
1042,COMERCIAL YBERA,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA 848,,,-,,,,,,,,,,,,,2012219-5,,,,-,EF0,-,,ST_NEVER,,
1043,DESPENSA NAVEGANTES 2,1,2,0,,2016-07-03 19:34:44,,,,,CNEL.HERMOSA 2238 C/ N. DE CHAVEZ,,,-,,,,,,,,,,,,,487636-9,,,,-,EF0,-,,ST_NEVER,,
1044,SUPERMERCADO PACIFICO,1,2,0,,2016-07-03 19:34:44,,,,,CARLOS A. LOPEZ 1755 Y IVAN DE GARAY,,,-,,,,,,,,,,,,,80061258-2,,,,-,EF0,-,,ST_NEVER,,
1045,SUPERMERCADO VILLA SOFIA S.A,1,2,0,,2016-07-03 19:34:44,,,,,CARLOS A. LOPEZ ESQ. DIAZ DE SOLIS,,,-,,,,,,,,,,,,,80022147-8,,,,-,EF0,-,,ST_NEVER,,
1046,AUTOSERVICE EBCEN,1,2,0,,2016-07-03 19:34:44,,,,,DR. MONTERO Y ARELLANA,,,-,,,,,,,,,,,,,4220820-3,,,,-,EF0,-,,ST_NEVER,,
1047,ROSA SALINAS,1,2,0,,2016-07-03 19:34:44,,,,,SGTO SILVA Y DEFENSORES DEL CHACO,,,-,,,,,,,,,,,,,,,,,-,EF0,-,,ST_NEVER,,
1048,CARNICERIA YSAPY,1,2,0,,2016-07-03 19:34:44,,,,,SGTO SILVA C/ 10 DE AGOSTO,,,-,,,,,,,,,,,,,6725448-9,,,,-,EF0,-,,ST_NEVER,,
1049,COMERCIAL KEVIN,1,2,0,,2016-07-03 19:34:44,,,,,ABASTO,,,-,,,,,,,,,,,,,1131620-9,,,,-,EF0,-,,ST_NEVER,,
1050,EL GATO COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA ESQ. SAN LORENZO,,,-,,,,,,,,,,,,,969604-0,,,,-,EF0,-,,ST_NEVER,,
1051,AGROVETERINARIA EL PRODUCTOR,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA C/ ESPAÃ?A,,,-,,,,,,,,,,,,,709630-5,,,,-,EF0,-,,ST_NEVER,,
1052,BIOQUIMICA PARAGUAYA,1,2,0,,2016-07-03 19:34:44,,,,,ABASTO,,,-,,,,,,,,,,,,,7784025-9,,,,-,EF0,-,,ST_NEVER,,
1053,DESPENSA LEO,1,2,0,,2016-07-03 19:34:44,,,,,NSTRA SRA DE LA ASUNCION E/ NOVENA Y DECIMA,,,-,,,,,,,,,,,,,1370732-9,,,,-,EF0,-,,ST_NEVER,,
1054,JES MARI S.A,1,2,0,,2016-07-03 19:34:44,,,,,BATTILANA 1268 C/ ANA DIAZ,,,-,,,,,,,,,,,,,80090896-1,,,,-,EF0,-,,ST_NEVER,,
1055,DESPENSA ESTERCITA,1,2,0,,2016-07-03 19:34:44,,,,,DR. MONTERO C/ TESTANOVA,,,-,,,,,,,,,,,,,518254-9,,,,-,EF0,-,,ST_NEVER,,
1056,DESPENSA SAN CAYETANO,1,2,0,,2016-07-03 19:34:44,,,,,29 PROYECTADA Y MAYOR FLEITAS,,,-,,,,,,,,,,,,,566248-6,,,,-,EF0,-,,ST_NEVER,,
1057,AUTOSERVICE LA FAMILIA,1,2,0,,2016-07-03 19:34:44,,,,,TTE FARIÃ?A Y PAI PEREZ,,,-,,,,,,,,,,,,,3722849-8,,,,-,EF0,-,,ST_NEVER,,
1058,FERRETERIA WILKEN,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. 5TA ESQ. ITURBE,,,-,,,,,,,,,,,,,80003143-3,,,,-,EF0,-,,ST_NEVER,,
1059,MERCADO MODELO LAUN,1,2,0,,2016-07-03 19:34:44,,,,,RODRIGUEZ DE FRANCIA ESQ. IRIBAS,,,-,,,,,,,,,,,,,998072-5,,,,-,EF0,-,,ST_NEVER,,
1060,DON RUBIO,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON,,,-,,,,,,,,,,,,,1176127-0,,,,-,EF0,-,,ST_NEVER,,
1061,DESPENSA-FIAMBRERIA CARLOS MATIAS,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON,,,-,,,,,,,,,,,,,5902326-1,,,,-,EF0,-,,ST_NEVER,,
1062,INTERTRADIMG CISA,1,2,0,,2016-07-03 19:34:44,,,,,RCA. DE COLOMBIA 1444 C/ PERU,,,-,,,,,,,,,,,,,80026363-4,,,,-,EF0,-,,ST_NEVER,,
1063,DESPENSA GRACIELITA,1,2,0,,2016-07-03 19:34:44,,,,,CABO VERDE C/ SAN NICOLAS,,,-,,,,,,,,,,,,,390194-7,,,,-,EF0,-,,ST_NEVER,,
1064,AGROVETERINARIA GUAIRA,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA 373,,,-,,583083,,,,,,,,,,,976637-5,,,,-,EF0,-,,ST_NEVER,,
1065,AUTOSERVICE SAN ROQUE,1,2,0,,2016-07-03 19:34:44,,,,,ANA DIAZ Y CPTAN. FIGARI,,,-,,,,,,,,,,,,,365068-5,,,,-,EF0,-,,ST_NEVER,,
1066,COMERCIAL JUNIOR,1,2,0,,2016-07-03 19:34:44,,,,,TTE. FARIÃ?A NRO. 1507 C/ PERU,,,-,,,,,,,,,,,,,932124-1,,,,-,EF0,-,,ST_NEVER,,
1067,CRISPIN ARCE S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. ARTIGAS Y SANTISIMA TRINIDAD,,,-,,,,,,,,,,,,,8000306-1,,,,-,EF0,-,,ST_NEVER,,
1068,GRUPO AGROTIERRA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA C/ ESPAÃ?A,,,-,,,,,,,,,,,,,80075135-3,,,,-,EF0,-,,ST_NEVER,,
1069,JORGE GAONA,1,2,0,,2016-07-03 19:34:44,,,,,6TA PROYECTADA C/ MORELOS,,,-,,390171,,,,,,,,,,,1187832,,,,-,EF0,-,,ST_NEVER,,
1070,AUTOSERVICE EL BLANCO,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON,,,-,,,,,,,,,,,,,3683648-6,,,,-,EF0,-,,ST_NEVER,,
1071,COMERCIAL LUIS,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. RODRIGUEZ DE FRANCIA 1654,,,-,,,,,,,,,,,,,1269645-5,,,,-,EF0,-,,ST_NEVER,,
1072,ALMACEN DOÃ?A ELBA,1,2,0,,2016-07-03 19:34:44,,,,,DIAZ DE SOLIS 2596,,,-,,,,,,,,,,,,,169101-5,,,,-,EF0,-,,ST_NEVER,,
1073,COMERCIAL MOISES,1,2,0,,2016-07-03 19:34:44,,,,,AVDA. RODRIGUEZ DE FRANCIA E/ BATTILANA Y PERU,,,-,,,,,,,,,,,,,737016-4,,,,-,EF0,-,,ST_NEVER,,
1074,COMERCIAL SAN MIGUEL,1,2,0,,2016-07-03 19:34:44,,,,,MIRANDA CUETO C/ GRAL CABALLERO,,,-,,,,,,,,,,,,,1756188-4,,,,-,EF0,-,,ST_NEVER,,
1075,CASA DULZURA,1,2,0,,2016-07-03 19:34:44,,,,,TTE. FARIÃ?A 1510 C/ PERU,,,-,,,,,,,,,,,,,2129258-2,,,,-,EF0,-,,ST_NEVER,,
1076,MINITODO,1,2,0,,2016-07-03 19:34:44,,,,,OTAZU C/ ANA DIAZ 1338,,,-,,,,,,,,,,,,,1484327-7,,,,-,EF0,-,,ST_NEVER,,
1077,FERRETERIA ELECTRO 5TA AVENIDA,1,2,0,,2016-07-03 19:34:44,,,,,5TA. C/ NTRA. SEÃ?ORA DE LA ASUNCUION,,,-,,,,,,,,,,,,,1225394-4,,,,-,EF0,-,,ST_NEVER,,
1078,FERRETERIA ANGEL,1,2,0,,2016-07-03 19:34:44,,,,,CABAÃ?AS C/ MARIA AUXILIADORA,,,-,,,,,,,,,,,,,1078428-4,,,,-,EF0,-,,ST_NEVER,,
1079,JACINTA FARIÃ?A DE RIOS,1,2,0,,2016-07-03 19:34:44,,,,,"YEGROS Y TTE. FARIÃ?A., MERCADO NRO 1, CASILLA 15",,,-,,,,,,,,,,,,,1793655,,,,-,EF0,-,,ST_NEVER,,
1080,FERRENICO COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,ALEJO GARCIA 1999 ESQ. TTE. PRIETO,,,-,,,,,,,,,,,,,414341-8,,,,-,EF0,-,,ST_NEVER,,
1081,FERRETERIA RIO MAR,1,2,0,,2016-07-03 19:34:44,,,,,DR. MONTERO Y DR. PAIVA,,,-,,,,,,,,,,,,,964380-0,,,,-,EF0,-,,ST_NEVER,,
1082,CONSTRUTEC FERRETERIA,1,2,0,,2016-07-03 19:34:44,,,,,RIO DE LA PLATA NÂ° 519,,,-,,,,,,,,,,,,,2346120-9,,,,-,EF0,-,,ST_NEVER,,
1083,COMERCIAL GENESIS,1,2,0,,2016-07-03 19:34:44,,,,,GRAL DIAZ. E/ DON BOSCO,,,-,,,,,,,,,,,,,2255536-6,,,,-,EF0,-,,ST_NEVER,,
1084,DESPENSA SAN CAYETANO,1,2,0,,2016-07-03 19:34:44,,,,,"CALLE CORTA, CONT. DE TTE. FARIÃ?A",,,-,,,,,,,,,,,,,807932-3,,,,-,EF0,-,,ST_NEVER,,
1085,NADSA COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA E/ JULIA M. CUETO,,,-,,,,,,,,,,,,,479769-8,,,,-,EF0,-,,ST_NEVER,,
1086,JUNIOR COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,FERIA ARAGON - FRENTE A ISLA VERDE,,,-,,,,,,,,,,,,,3784310,,,,-,EF0,-,,ST_NEVER,,
1087,DESPENSA DANY,1,2,0,,2016-07-03 19:34:44,,,,,MERCADO DE ABASTO DE ASUNCION,,,-,,,,,,,,,,,,,3293598-6,,,,-,EF0,-,,ST_NEVER,,
1088,PERIPAN S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,MERCADO DE ABASTO - TTE. FELIX LOPEZ,,,-,,,,,,,,,,,,,1759223-2,,,,-,EF0,-,,ST_NEVER,,
1089,AUTOSERVICE CRUZ DEL SUR,1,2,0,,2016-07-03 19:34:44,,,,,AVELINO MARTIEZ NÂ°672,,,-,,,,,,,,,,,,,619365-0,,,,-,EF0,-,,ST_NEVER,,
1090,LA FORTUNA,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA C/ JULIA M. CUETO,,,-,,,,,,,,,,,,,833318-1,,,,-,EF0,-,,ST_NEVER,,
1091,SEBASTIAN S.A.,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA NÂ° 716 C/ JULIA M. CUETO,,,-,,,,,,,,,,,,,80040987-6,,,,-,EF0,-,,ST_NEVER,,
1092,FERRETERIA CUEVAS,1,2,0,,2016-07-03 19:34:44,,,,,SGTO. SILVA NÂ° 738 C/ JULIA M. CUETO,,,-,,,,,,,,,,,,,809622-8,,,,-,EF0,-,,ST_NEVER,,
1093,PAMELA MARTINEZ,1,2,0,,2016-07-03 19:34:44,,,,,"MERCADO DE ABASTO, FRENTE A PANAD. LOS AMIGOS",,,-,,,,,,,,,,,,,4751340,,,,-,EF0,-,,ST_NEVER,,
1094,DESPENSA NUEVA ESTRELLA,1,2,0,,2016-07-03 19:34:44,,,,,"MERCADO DE ABASTO, BLOQ C - LOCAL 54",,,-,,,,,,,,,,,,,414621-2,,,,-,EF0,-,,ST_NEVER,,
1095,MOLINOS SANTO TOMAS,1,2,0,,2016-07-03 19:34:44,,,,,MERCADO DE ABASTO - BLOQ E - LOCAL 15,,,-,,,,,,,,,,,,,1976399-9,,,,-,EF0,-,,ST_NEVER,,
1096,DESPENSA TIA LIDIA,1,2,0,,2016-07-03 19:34:44,,,,,NTRA. SRA. DE LA ASUNCION Y PINEDO,,,-,,,,,,,,,,,,,857800,,,,-,EF0,-,,ST_NEVER,,
1097,FERRETERIA NUEVO HORIZONTE,1,2,0,,2016-07-03 19:34:44,,,,,AVELINO MARTINEZ ESQ. PADRE TRUJILLO,,,-,,,,,,,,,,,,,891574-1,,,,-,EF0,-,,ST_NEVER,,
1098,AUTOSERVICE KAA VO,1,2,0,,2016-07-03 19:34:44,,,,,29 PROYECTADAS C/ MORELOS,,,-,,,,,,,,,,,,,3740589-6,,,,-,EF0,-,,ST_NEVER,,
1099,AUTOSERVICE DIEGO,1,2,0,,2016-07-03 19:34:44,,,,,MORELOS Y 12 PROYECTADAS,,,-,,,,,,,,,,,,,1012521-3,,,,-,EF0,-,,ST_NEVER,,
1100,EMILIO DUARTE BAEZ,1,2,0,,2016-07-03 19:34:44,,,,,MEDICOS DEL CHACO C/ PAZ DEL CHACO,,,-,,300-800,,,,,,,,,,,517615-8,,,,-,EF0,-,,ST_NEVER,,
1101,DISTRIBUIDORA M.G.,1,2,0,,2016-07-03 19:34:44,,,,,EUSEBIO AYALA 733 C/ CPTAN. RIVAROLA,,,-,,,,,,,,,,,,,1769746-8,,,,-,EF0,-,,ST_NEVER,,
1102,FERRETERIA RAYMI,1,2,0,,2016-07-03 19:34:44,,,,,16 PYTDAS. NÂº 637 C/ 15 DE AGOSTO,,,-,,,,,,,,,,,,,2138374-0,,,,-,EF0,-,,ST_NEVER,,
1103,COMERCIAL BERNAL,1,2,0,,2016-07-03 19:34:44,,,,,DR. GONDRA 444 C/ TTE. ROOLI,,,-,,,,,,,,,,,,,555356-3,,,,-,EF0,-,,ST_NEVER,,
1104,CENTRO DE LUBRICANTES,1,2,0,,2016-07-03 19:34:44,,,,,MEDICOS DEL CHACO 3686,,,-,,,,,,,,,,,,,4084631-8,,,,-,EF0,-,,ST_NEVER,,
1105,CASA LOURDES,1,2,0,,2016-07-03 19:34:44,,,,,CENTRO COMERCIAL STA. TERESA,,,-,,,,,,,,,,,,,823027-7,,,,-,EF0,-,,ST_NEVER,,
1106,HILARION PORTILLO,1,2,0,,2016-07-03 19:34:44,,,,,LOCAL 1 Y 2 - BLOQUE C. M. ABASTO,,,-,,,,,,,,,,,,,665298-0,,,,-,EF0,-,,ST_NEVER,,
1107,COMERCIAL EL DECANO,1,2,0,,2016-07-03 19:34:44,,,,,TTE. FARIÃ?A NÂº 1514 C/ PERU,,,-,,,,,,,,,,,,,2071523-4,,,,-,EF0,-,,ST_NEVER,,
1108,COMERCIAL GLORIA,1,2,0,,2016-07-03 19:34:44,,,,,RCA. DE COLOMBIA NÂº1484 C/ PERU,,,-,,,,,,,,,,,,,2371149,,,,-,EF0,-,,ST_NEVER,,
1109,CASA JUANI,1,2,0,,2016-07-03 19:34:44,,,,,GINES NÂº1088,,,-,,,,,,,,,,,,,1708816-0,,,,-,EF0,-,,ST_NEVER,,
1110,DESPENSA GUSTAVITO,1,2,0,,2016-07-03 19:34:44,,,,,CARRETERA DE LOPEZ Y CERRO LAMBARE,,,-,,,,,,,,,,,,,2014784-8,,,,-,EF0,-,,ST_NEVER,,
1111,COMERCIAL SANDINO,1,2,0,,2016-07-03 19:34:44,,,,,1RO DE MARZO C/ CERRO LAMBARE,,,-,,,,,,,,,,,,,2485031-4,,,,-,EF0,-,,ST_NEVER,,
1112,FERRETERIA LEO S.A.,1,2,0,,2016-07-03 19:34:44,,,,,EUSEBIO AYALA ESQ. CAP. RIVAROLA,,,-,,,,,,,,,,,,,80003517-8,,,,-,EF0,-,,ST_NEVER,,
1113,FERRETERIA ALFA,1,2,0,,2016-07-03 19:34:44,,,,,10 DE AGOSTO Y SGTO. SILVA,,,-,,,,,,,,,,,,,560203-3,,,,-,EF0,-,,ST_NEVER,,
1114,DESPENSA SAN RAFAEL,1,2,0,,2016-07-03 19:34:44,,,,,JULIA MIRANDA CUETO,,,-,,,,,,,,,,,,,842925-1,,,,-,EF0,-,,ST_NEVER,,
1115,DESPENSA NOEMI,1,2,0,,2016-07-03 19:34:44,,,,,"FERIA ARAGON, AL LADO DE CASILLA F",,,-,,,,,,,,,,,,,1447780,,,,-,EF0,-,,ST_NEVER,,
1116,MODULO 14,1,2,0,,2016-07-03 19:34:44,,,,,PROV. PERU,,,-,,,,,,,,,,,,,690167-0,,,,-,EF0,-,,ST_NEVER,,
1117,SANTA ANA COMERCIAL,1,2,0,,2016-07-03 19:34:44,,,,,PRESIDENTE FRANCO C/ COLON,,,-,,,,,,,,,,,,,809754-2,,,,-,EF0,-,,ST_NEVER,,
1118,FERRETERIA CENTRAL,1,2,0,,2016-07-03 19:34:44,,,,,CERRO LAMBARE 1320,,,-,,,,,,,,,,,,,506064-4,,,,-,EF0,-,,ST_NEVER,,
1119,FERRETERIA OESTE,1,2,0,,2016-07-03 19:34:44,,,,,CARRETERA DE LOPEZ 1365 Y SAN FRANCISCO,,,-,,,,,,,,,,,,,2109493-4,,,,-,EF0,-,,ST_NEVER,,
1120,MARCELO AYALA,1,2,0,,2016-07-03 19:34:44,,,,,INOL NAEL 2318 C/ ITAPIRU,,,-,,,,,,,,,,,,,3778001-8,,,,-,EF0,-,,ST_NEVER,,
1121,FERRETERIA CHAVO,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA 2239 C/ ESPAÃ?A,,,-,,,,,,,,,,,,,431835-8,,,,-,EF0,-,,ST_NEVER,,
1122,AGROVETERINARIA Y FERRETERIA PYA RGF S.A.,1,2,0,,2016-07-03 19:34:44,,,,,RUTA MCAL. ESTIGARRIBIA C/ ESPAÃ?A,,,-,,,,,,,,,,,,,80083250-7,,,,-,EF0,-,,ST_NEVER,,
1123,LUBRIMOVIL,1,2,0,,2016-07-03 19:34:44,,,,,BRUNO GUGGIARI 1471 C/ ANTILLAS,,,-,,,,,,,,,,,,,1255368-9,,,,-,EF0,-,,ST_NEVER,,
1124,YOLANDA LUGO,1,2,0,,2016-07-03 19:34:44,,,,,KALMAI-ABASTO,,,-,,,,,,,,,,,,,2509577-3,,,,-,EF0,-,,ST_NEVER,,
1125,FERRETERIA LAURA,1,2,0,,2016-07-03 19:34:44,,,,,JULIA M. CUETO 492 C/ CNEL. ROMERO,,,-,,,,,,,,,,,,,3791053-1,,,,-,EF0,-,,ST_NEVER,,
1126,FERRETERIA EL COFRE DE ELSA RIQULEME,1,2,0,,2016-07-03 19:34:44,,,,,TREJO Y SANABRIA ESQ. CNEL. LIRIO,,,-,,,,,,,,,,,,,238865-0,,,,-,EF0,-,,ST_NEVER,,
1127,DIMPEX S.R.L.,1,2,0,,2016-07-03 19:34:44,,,,,GARIBALDI ESQ. PDTE. FRANCO,,,-,,,,,,,,,,,,,80011079-0,,,,-,EF0,-,,ST_NEVER,,
1128,MOLINOS SAN LUIS,1,2,0,,2016-07-03 19:34:44,,,,,JULIA M. CUETO - MDO. SAN LORENZO PLAZOLETA MUNICIPAL,,,-,,,,,,,,,,,,,979806-4,,,,-,EF0,-,,ST_NEVER,,
1129,REINALDO TORRES,1,2,0,,2016-07-03 19:34:44,,,,,CNEL. LIRIO C/ MELO DE PORTUGAL,,,-,,,,,,,,,,,,,3450161-4,,,,-,EF0,-,,ST_NEVER,,
1130,COMERCIAL EL ARROYENSE,1,2,0,,2016-07-03 19:34:44,,,,,PERU E/ RODRIGUEZ DE FRANCIA Y RPCA. DE COL.,,,-,,,,,,,,,,,,,3230349-1,,,,-,EF0,-,,ST_NEVER,,
1131,CASA DARIO,1,2,0,,2016-07-03 19:34:44,,,,,RODRIGUEZ DE FRANCIA ESQ. IRIBAS,,,-,,,,,,,,,,,,,2038202-2,,,,-,EF0,-,,ST_NEVER,,
1132,CELSO R. SOSA R. - (CIAL. LA CANDELARIA),1,2,0,,2016-07-03 19:34:44,,,,,ESPAÃ?A C/ JULIA M. CUETO,,,-,,,,,,,,,,,,,3639242-1,,,,-,EF0,-,,ST_NEVER,,
1133,DESPENSA LOS MELLIZOS,1,2,0,,2016-07-03 19:34:44,,,,,PLAZOLETA MERC. SAN LORENZO,,,-,,,,,,,,,,,,,1237200,,,,-,EF0,-,,ST_NEVER,,
1134,VOLTA ELECTRICIDAD,1,2,0,,2016-07-03 19:34:44,,,,,NTRA. SRA. DE LA ASUNCION Y 10MA PYTDA.,,,-,,370-606,,,,,,,,,,,736759-7,,,,-,EF0,-,,ST_NEVER,,
1135,TU AUTOSERVICE,1,2,0,,2016-07-03 19:34:44,,,,,10MA PYTDA. Y AYOLAS,,,-,,,,,,,,,,,,,2205716-1,,,,-,EF0,-,,ST_NEVER,,
1136,HEFA NADIA L. RIVEROS,1,2,0,,2016-07-03 19:34:44,,,,,COLON 2549 C/ 14 PYTDAS.,,,-,,,,,,,,,,,,,284355-2,,,,-,EF0,-,,ST_NEVER,,
1137,AUTOSERVICE SAN ANTONIO,1,2,0,,2016-07-03 19:34:44,,,,,DOCTOR PAIVA ESQ. TTE. PRIETO,,,-,,,,,,,,,,,,,3833538-7,,,,-,EF0,-,,ST_NEVER,,
1138,DESPENSA 4 HERMANAS,1,2,0,,2016-07-03 19:34:44,,,,,TTE. PRIETO ESQ. DIAS DE SOLIS,,,-,,,,,,,,,,,,,225600-2,,,,-,EF0,-,,ST_NEVER,,
1139,MARIA TERESA DE CENTURION,1,2,0,,2016-07-03 19:34:44,,,,,TREJO DE SANABRIA NÂº 1717 ESQ. CNEL. LOPEZ,,,-,,481-354,,,,,,,,,,,799660-8,,,,-,EF0,-,,ST_NEVER,,
1140,FERRETERIA HEMAR DE JUANA MARIA RODRIGUEZ,1,2,0,,2016-07-03 19:34:44,,,,,ANA DIAZ NÂº 1546 E/ PERU Y BATILANA,,,-,,,,,,,,,,,,,707637-1,,,,-,EF0,-,,ST_NEVER,,
1141,FERRETERIA DAFER,1,2,0,,2016-07-03 19:34:44,,,,,5TA. E/ CHILE Y ALBERDI,,,-,,,,,,,,,,,,,80090335-8,,,,-,EF0,-,,ST_NEVER,,
1142,FERRETERIA BLASITO DE OMAR PAREDES,1,2,0,,2016-07-03 19:34:44,,,,,MADRINAS DE LA GUERA 2606 ESQ. INGAVI,,,-,,,,,,,,,,,,,1240821-2,,,,-,EF0,-,,ST_NEVER,,
1143,GUSTAVO AGUAYO,1,2,0,,2016-07-03 19:34:44,,,,,JUAN LEON MALLORQUIN NÂº269 E/ LAZARO DE RIVERA,,,-,,,,,,,,,,,,,3847083-7,,,,-,EF0,-,,ST_NEVER,,
1144,FERRETERIA SAN JOSE,1,2,0,,2016-07-03 19:34:44,,,,,PETTIROSSI,,,-,,,,,,,,,,,,,1771222-0,,,,-,EF0,-,,ST_NEVER,,
1145,CENTRO ASISTENCIAL VETERINARIA CONAPE S.A.,1,2,0,,2016-07-03 19:34:44,,,,,ANA DIAZ C/ PA'I PEREZ,,,-,,226-714,,,,,,,,,,,80021650-4,,,,-,EF0,-,,ST_NEVER,,
1146,D Y V MEDIFARMA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,IRIBAS NÂº 111 E/ PROC. DE MAYO Y R. DE FRANCIA,,,-,,,,,,,,,,,,,80029673-7,,,,-,EF0,-,,ST_NEVER,,
1147,AURELIANO IRALA,1,2,0,,2016-07-03 19:34:44,,,,,CNEL. ROMERO C/ MCAL. ESTIG.,,,-,,,,,,,,,,,,,2299773-3,,,,-,EF0,-,,ST_NEVER,,
1148,COPETIN EL TRIANGULO,1,2,0,,2016-07-03 19:34:44,,,,,SARTURIO RIOS C/ MCAL. ESTIG.,,,-,,,,,,,,,,,,,2038002-0,,,,-,EF0,-,,ST_NEVER,,
1149,CASILLA BLAS,1,2,0,,2016-07-03 19:34:44,,,,,ARAGON - ENTRAR POR SAN BLAS,,,-,,,,,,,,,,,,,1823088,,,,-,EF0,-,,ST_NEVER,,
1150,SUPERMERCADO SANTA ELSA,1,2,0,,2016-07-03 19:34:44,,,,,DR. PAIVA ESQ. CMTE. GAMARRA,,,-,,NULL,,,,,,,,,,,80025603-4,,,,-,EF0,-,,ST_NEVER,,
1151,MARCELO MALDONADO,1,2,0,,2016-07-03 19:34:44,,,,,RODRIGUEZ DE FRANCIA C/ CABALLERO,,,-,,0971 731-904,,,,,,,,,,,4210028,,,,-,EF0,-,,ST_NEVER,,
1152,COCODRILO CASA Y JARDIN,1,2,0,,2016-07-03 19:34:44,,,,,CNEL. OVIEDO C/ CAP. ANDRES INSFRAN,,,-,,NULL,,,,,,,,,,,1171626-6,,,,-,EF0,-,,ST_NEVER,,
1153,FERRETERIA EL 14,1,2,0,,2016-07-03 19:34:44,,,,,RUTA Nº KM 14,,,-,,NULL,,,,,,,,,,,1130958-0,,,,-,EF0,-,,ST_NEVER,,
1154,YESICA ROLON,1,2,0,,2016-07-03 19:34:44,,,,,ABASTO BLOQUE C - CASILLA 4 Y 5,,,-,,NULL,,,,,,,,,,,4225617-8,,,,-,EF0,-,,ST_NEVER,,
1155,COMERCIAL SAN BERNARDO,1,2,0,,2016-07-03 19:34:44,,,,,SAPROCAL - BLOQUE C - 15 Y 16 ABASTO,,,-,,NULL,,,,,,,,,,,444961-4,,,,-,EF0,-,,ST_NEVER,,
1156,SURCOS DE AMERICA S.A.,1,2,0,,2016-07-03 19:34:44,,,,,5TA. AV. C/ ESTADOS UNIDOS,,,-,,372-186,,,,,,,,,,,80040683-4,,,,-,EF0,-,,ST_NEVER,,
